review_title,review_text,high_satisfaction,reconstruction_error,product_name,brand_name
skin relief,i did not see many visible results after using this product but i did felt my skin more smooth and hydrated.,0,0.003625670757778038,Evercalm Redness Relief Serum,REN Clean Skincare
refreshing with slight tingle,i love a good toner and was excited to try this one. i love that it is alcohol free and the scent is light and refreshing. the stinging is very minimal so i think this would be the perfect toner to try for someone just venturing into acid toners or someone with more sensitive skin . i have been using a stronger toner this year on my face so i don’t feel as i saw as much improvement as others might. i will continue to use it in the next couple months to see how much it diminishes my fine lines and dark spots.,1,0.0036246061107954946,Glow2OH Dark Spot Toner,OLEHENRIKSEN
buy. it.,"buy it. seriously, buy it. there is not one product in my makeup collection that i love more than this one. if i could only buy one high-end product for the rest of my life, it would be this one. every single time i gift this to someone, they curse me, because they know they’ll have to continue buying it once they run out of the one i gifted them because it’s that good. expensive, but so worth it.",1,0.0036238634852584235,Vitamin Enriched Face Base Priming Moisturizer,Bobbi Brown
,i love these products! the whole line is great! they are gentle on the skin too.,1,0.0036213254281645003,"Youth Renewal Retinol Trial Kit for Smoother, Younger-Looking Skin",Murad
pretty smell!,the smell is amazing!! i makes me feel pretty for the day. i really love the after feel of it as well.,1,0.0036194562915976454,Mini Rose & Hyaluronic Acid Deep Hydration Toner,fresh
amazing,this smells so amazingly and makes my skin so smooth and refreshing. a must buy.,1,0.003618688718176117,The True Cream Aqua Bomb,belif
smells great,"the product made my skin feel a little too greasy to be for me, but i did love the packaging, smell, and ingredients list. at first it felt amazing, but i noticed pimples after using",1,0.0036171327065039264,Mini Indigo Overnight Repair Serum in Cream Treatment,Tatcha
hydrating and glass like skin!,"i’m in love! it absorbs into the skin quickly, it’s not sticky and it makes my skin extra hydrated. perfect use for under your makeup too!",1,0.003616765809768554,Dream Oasis Deep Hydration Serum,Summer Fridays
10/10,i feel so luxurious using this moisturizer! it has become a staple in my skin care routine! it feels great on my skin during this dry winter!,1,0.003616604422417987,Hydra Zen Glow Liquid Lightweight Moisturizer with Hyaluronic Acid,Lancôme
nice product,"the packaging and look of this product feels quite luxurious. it’s hard to tell if it really works, especially since i don’t have super puffy eyes, but it really does feel good and does seem to brighten my under eyes. i started using it both day and night, but i don’t think it’s worth using at night. i like using as part of my morning routine under makeup.",0,0.0036161619798352963,Auto Correct Brightening + Depuffing Eye Cream for Dark Circles,Sunday Riley
holy grail,the packaging is so pretty. it looks like an emerald gem. the serum is a creamy and very lightweight. a pump is enough for whole face. i like how easily it can be used to smooth skin. highly recommend to use at night time!,1,0.0036148686831950394,Tea Elixir Niacinamide & Hyaluronic Acid Anti-Aging Serum,fresh
"great texture, quick results","great silky texture and my skin loved it! i have dry skin and a lot of fine lines. i immediately noticed that it made my skin feel so smooth and that feeling lasted all day. over a couple of weeks, my skin felt less and less dry. i was really impressed with how quickly i noticed results. i think i would purchase this next time i’m in need of a moisturizer.",1,0.0036142036792022043,Smart Clinical Repair Wrinkle Correcting Cream,CLINIQUE
not sticky and truly hydrating,i love this face oil! it makes my skin so hydrated and glowly without feeling sticky.,1,0.003608818238015983,Virgin Marula Luxury Face Oil,Drunk Elephant
best toner,this is an awesome toner and lives up to the hype. i have oily to combo skin and this hydrates and balances my skin. i can’t imagine using another toner.,1,0.003607331999621785,Rose & Hyaluronic Acid Deep Hydration Toner,fresh
it works,after using it for almost 2 weeks i’m noticing a difference. definitely worth a try.,1,0.0036059651570731115,Advanced Night Repair Eye Concentrate Matrix Synchronized Multi-Recovery Complex,Estée Lauder
,"not very impressed. i used an entire bottle and noticed no difference in the size of pores on my face (nose specifically), not how “clean” my pores became (the pores on my nose are almost always clogged with sebum and impossible to clear with most products)",0,0.003600555540223165,Beta Hydroxy Acid (BHA) Blemish + Blackhead Serum,The INKEY List
10/10 would recommend,i have nothing but good things to say about this! everyone should have this or have a chance to try it at least once.,1,0.003600255135265515,Intense Therapy Lip Balm SPF 25,Jack Black
,i can definitely see a difference after each use!!! my lips feel so full and soft!,1,0.003596848206012394,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE
not very moisturizing,"very moisturizing if you use a ton of product, but takes a lot to moisturize! it smells good but there are better moisturizers out there.",0,0.003596416308631425,GinZing Ultra-Hydrating Energy-Boosting Cream,Origins
buy buy buy,i hardly ever write reviews but wow!! i purchased the small one to test it out then purchased the big one...this mask has helped my dry skin and acne and even scarring! do not even think about it just buy it!,1,0.00359525714822328,Superberry Hydrate + Glow Dream Night Mask with Vitamin C,Youth To The People
easy to use and feels great!,"i absolutely love this eye serum! the applicator makes it super easy to squeeze and apply, even on-the-go. i love using this product and it feels so nice and gentle on my skin. love sunday riley and all of their products!",1,0.003594736434020715,5 Stars Retinol + Niacinamide Eye Serum,Sunday Riley
extremely hydrating,"this cream is amazing year long, but even more so in the winter time. it’s extremely hydrating and makes the skin plump.",1,0.003591637231492823,Renewing Bakuchi Crème - Eternal Reign,RANAVAT
,i have oily skin and this works really nice with my skin.,1,0.0035913303538100605,The True Cream Aqua Bomb,belif
,"really good for removing all the products you’ve used at the end of the day, although the oat smell is something to get used to when you haven’t used anything like it, i’d still highly recommend this!!",1,0.0035877378382510043,Mini Oat Cleansing Balm,The INKEY List
,it smells great and leaves skin glowing and fresh.,1,0.0035876043620541296,Watermelon Glow Ultra-Fine Mist,Glow Recipe
a must have forsure,"makes my skin feels super clean, i like that it has a refreshing scent and feel after using. it really is one of the best cleansers i’ve tried in a long time and i’ve bought so many.",1,0.0035862207054744174,The Deep Cleanse Gentle Exfoliating Cleanser,Tatcha
looks good but very drying!,it is very thin and does not keep your lips hydrated at all. i really wanted to love this but unfortunately it is totally not worth the price and i absolutely do not recommend,0,0.0035857855014689837,Lippe Balm,Drunk Elephant
,highly recommend for those are using treatment or have dry skin,1,0.003582982416316884,Mini Barrier+ Triple Lipid-Peptide Face Cream,Skinfix
holy grail,"i have used many many many face serums and let me tell you....this stuff is amazing. i have spent so much money on high-end face products and this is by far one of the very best!! i received this from influenster, in exchange for my honest review. i don’t have many “holy grail“ products, but this has made it to my list. the texture on my face has became so smooth, my moisture level has greatly improved, and my lines have smoothed out and faded. i am in love with this product! a+",1,0.0035827161453371287,Mini Abeille Royale Advanced Youth Watery Oil,GUERLAIN
lightweight and moisturizing!,clinique moisture surge is one of my go to products. i love how lightweight it is and how easily my skin absorbs the moisturizer. it makes my skin feel so hydrated and smooth. it’s the perfect product for people who need some extra moisturizing.,1,0.0035824804058707037,Moisture Surge 100H Auto-Replenishing Hydrator Moisturizer,CLINIQUE
,"great product,got good results in short time,enough product,will buy again!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,0.00358053752983751,AHA 30% + BHA 2% Exfoliating Peeling Solution,The Ordinary
holy grail lip product,"i’ve been using this now for 2 years. i have really dry lips and this has helped tremendously. i still use a lip scrub and another balm during the day, but this is one of my holy grail lip products. lasts forever too! worth the $",1,0.0035788857739414938,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE
refreshing,"i recently purchased this product and i love it. i have been using their products for a while and they’re are all my favorite! they work well with my skin.i love the toner as much as the rose mist:) it smells good and refreshing,",0,0.003578657836319051,Jasmine Green Tea Oil Control Toner,Herbivore
refreshing,"i am in love with this product. it has a very cool feeling on the face, and smells very nice also.",1,0.0035780836666037775,"Beauty Elixir Prep, Set, Glow Face Mist",Caudalie
glowing results!,i’m so happy with this product! i’ve been using it every night. it is a very thick cream. it applies to the skin really well and doesn’t leave any sticky or oil texture behind. my skin is feeling so soft already! gifted by fresh,1,0.0035775246250774276,Black Tea Anti-Aging Moisturizer with Retinol-Alternative BT Matrix,fresh
absolutely love it!,"one of my favorite night moisturizers! definitely does its job! it leaves my skin feeling soft, smooth, and refreshed the next morning!",1,0.0035770305658525165,Instant Reset Brightening Overnight Recovery Gel-Cream With Niacinamide + Kalahari Melon Oil,Fenty Skin
,i love the texture and fear of this product it makes my face very hydrated and smooth i highly recommend to anyone.,1,0.0035766140032747595,Lala Retro Whipped Refillable Moisturizer with Ceramides,Drunk Elephant
average toner,"i did like the toner initially, doesn’t cause breakouts, calming, gentle, refreshing, etc. also, the ingredient list is not bad either. a lot of calming and gentle ingredients. but i just can’t recommend the product as a general rec, product performance/price point/quantity is just not worth it. i do love the toner but i have found much better alternatives, do your research and you will most definitely find a “gentle“ toner just as good. if not and money is not an issue, go ahead and splurge.",0,0.0035759605356032557,Hydrating Hyaluronic Acid Floral Essence,Tata Harper
no dry skin!,i was impressed with how this toner did not dry out my skin and even though i did not care so much for the watermelon scent it was quite refreshing to smell each use!,1,0.0035757278790470364,Mini Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
great product!,feels super smooth and smells amazing! keeps my face really moisturized and gives me a natural glow.,1,0.0035713127651191413,Honey Balm Niacinamide Moisturizer,Wishful
decent toner but not very hydrating,"i received this product for free from influenster. i am in love with the scent, which is super refreshing and citrus-y (like all other belif products i’ve tried so far), and it’s great at wiping off the dirt and leftover makeup from my face after cleansing. unfortunately, it doesn’t really do its job as a hydrating toner for me. denatured alcohol is one of the main ingredients, which i personally don’t want in a toner that’s meant to be hydrating. i’ve tried applying the toner with a cotton pad (great for getting dirt/makeup off my face at night), patting it on with clean hands directly from my palm (during which the alcohol smell is really strong), and also saturating a cotton pad but applying the toner in a patting motion instead of a sweeping motion. the last method takes a longer time and uses more product (it seems to dry off the cotton pad fairly quickly so i have to add more toner), but only then do i feel like the toner is a little more hydrating. i like it as a toner, especially in the evenings, but it just doesn’t hydrate my skin much.",1,0.0035702685394287657,Aqua Bomb Hydrating Toner,belif
,"i got this for free from @influenster! i love trying new serums, and it’s hard to find one that is lightweight and not oily feeling. this one is just that though! lightweight, not oily, feels smooth and not a bad scent. i’m not sure if it does what it is supposed to do just yet, but i’m hoping with time i’ll see new results.",1,0.0035688245833078074,Advanced Night Repair Synchronized Multi-Recovery Complex Duo,Estée Lauder
,"amazing product way better than the ordinary, doesn’t leave your skin so sticky and gross, i would definitely recommend, i love it so much !!!!!!!!",1,0.003568644835998978,Niacinamide Oil Control Serum,The INKEY List
love the smooth creamy feel,i love how this magic cream moisturized my skin. it has a very smooth creamy feel which is so nice. a little goes along way! i used this under my makeup all day and it i could tell even the next day that my skin still felt more moisturized.,1,0.0035682055011314485,Magic Cream Moisturizer with Hyaluronic Acid,Charlotte Tilbury
nothing special,i did not like it. the smell was too strong for me. it did not change anything around my eyes.,0,0.003568071031102553,Moisturizing Eye Bomb with Squalane,belif
non greasy,love this! my skin is glowing. non-greasy and has a nice scent.,1,0.0035654550102415077,Rose Hibiscus Hydrating Mist,Herbivore
,"i’ve really been looking for a different brand of miceller water to remove my make up, and i love this product! i use it alone, or with the milk cleansing balm. i really noticed a full removal of make up, and it also left my skin feeling really hydrated. my skin usually feels dry when using a make up removing product, but this one was really good and hydrating!",1,0.003564924476612835,Hydro Ungrip Makeup Remover + Cleansing Water,MILK MAKEUP
,love! it’s the perfect last step to my skincare routine. it helps lock everything in and my face always feels so smooth and soft after using it. i recommend nighttime use so you don’t look very oily throughout the day.,1,0.0035616545207187594,Noni Glow Plumping Face Oil,KORA Organics
tripple greatness in a bottle!,"high performance serum. tripple greatness in a bottle! a little goes a long way. and the smell is just amazing! works well with my combination skin. made my skin a lot smoother, hydrated and radiant! it has a clean feel and absorbs well into my skin! will definitely recommend it! i tried it for 3 weeks and the results are just amazing!",1,0.003561202760641406,Rénergie H.C.F. Triple Serum: For Plumping & Anti-Aging,Lancôme
good for little sensitive skin.,my skin is a little sensitive but this toner is perfect on me. i didn’t feel any uncomfortable. however is not that moisture. but compared to other toner for sensitive skin. this one is way more better. the smell is so good and i love it.,1,0.0035603240205139535,Rose & Hyaluronic Acid Deep Hydration Toner,fresh
refreshing!,i really enjoy this product! the texture is very lightweight,1,0.0035576488651279776,C-Rush Vitamin C Gel Moisturizer,OLEHENRIKSEN
perfect for hydrating,"perfect for hydrating the skin. i love the finish it leaves on me when i apply foundation as it leaves me looking shiny and healthy. it’s super light and absorbs quickly into the skin, it has super good ingredients that help to achieve the above, and it smells good.",1,0.003557450426326469,Vitamin Enriched Face Base Priming Moisturizer,Bobbi Brown
smooth application,"smooth like butter to apply but a little on the sticky side. would recommend to try but haven’t seen too much recovery effect the day after (only second day wear). feels light on the face and would love to see how i feel after a week. again, worth the try!",1,0.0035568184649905016,Evercalm Overnight Recovery Balm,REN Clean Skincare
,i got this product free from influenster. i absolutely loved adding this to my facial routine. the texture was smooth and made my skin look radiant!,1,0.003555709058016071,Revitalizing Supreme+ Youth Power Creme Moisturizer,Estée Lauder
,i got this product free from influenster. i absolutely loved adding this to my facial routine. the texture was smooth and made my skin look radiant!,1,0.003555709058016071,Mini Revitalizing Supreme+ Youth Power Creme Moisturizer,Estée Lauder
amazing product,i have combination skin and have really clogged pores and this over time made my pores visibly better.,1,0.0035515270667323385,Cold Plunge Pore Remedy Moisturizer with BHA/LHA,OLEHENRIKSEN
,this stuff is great. makes my lips so soft and love the smell.,1,0.0035503195108927714,Rosebud Salve in a Tube,Rosebud Perfume Co.
,good for a few days and really easy to apply. love that you don’t have to sleep in it!,1,0.003548006859083788,Self Tan Express Bronzing Mousse,St. Tropez
,this was the first time using a toner due to sensitive skin and wow it’s amazing. i didn’t break out from it and it definitely reduced pore size. plus it smells like watermelon! it is a little sticky but it works!,1,0.003544602695270541,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
my favorite night moisturizer,"this is my go-to night moisturizer. it’s super moisturizing without feeling heavy. i love that it doesn’t have any “extras“ like scent, color, etc.",1,0.00354238931259109,Ultra Facial Moisturizing Cream with Squalane,Kiehl's Since 1851
plum plump serum,received this product free from influenster! this stuff is absolutely amazing and smells so good! i use this twice a day! it definitely keeps my skin hydrated and my skin looks and feels better already! will definitely buy this product and definitely recommend it!!!,1,0.0035402269508456484,Plum Plump Hyaluronic Acid Serum,Glow Recipe
great,my skin feels super soft,1,0.0035395837471269135,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant
must give this a try!,i have been really into skincare lately and caudalie just has some of the best products. i love this toner and have noticed a difference on my skin. i feel my skin looks more even and i do notice my pores look smaller. this toner does exactly what it says.,1,0.003539401864134773,Vinopure Natural Salicylic Acid Pore Minimizing Toner,Caudalie
yes,"as someone with combination skin, this is the holy grail to skincare. refreshing and leaves my face feeling so clear!",1,0.0035385256751566045,Essential-C Cleanser,Murad
great make up remover,i love this stuff. i have oily sensitive skin. i love in florida and i do wear a face full of make up so it all get trapped in my pores and i break out with black bead if i don’t get all my make up off at night. the wipes just don’t do it for me. this get everything off before cleansing even my layers of mascara,1,0.0035383983608025782,Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE
"good results, extremely gentle","great overall. it for sure is gentle, but i found it very good for irritated skin. would definitely recommend it.",1,0.003538112168045755,Evercalm Gentle Cleansing Milk,REN Clean Skincare
super sticky,so so sticky and not at all what i wanted out of a cleansing wipe.,0,0.0035380294684687415,Clean Cleansing & Gentle Exfoliating Wipes,SEPHORA COLLECTION
absolute holy grail product,"super hydrating and luxurious, helps the most dehydrated lips too !",1,0.0035334724544753638,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE
,it’s very hydrating if you have dry skin. it didn’t do anything for my redness though.,0,0.0035328780997793898,Evercalm Ultra Comforting Rescue Mask,REN Clean Skincare
naaaaah,i got this in the combination to oily skin and i love the two other products but this made me break out on my forhead i got wierd small bumbs everywhere in my face. i recomend you get a sample before you buy the big size one.,0,0.0035295496563293085,All About Clean Liquid Facial Soap,CLINIQUE
not moisturizing enough,"smells amazing and feel pretty good but for some reason, it was not moisturizing enough for my combo skin. will be returning it.",0,0.0035287276703859518,Superfood Air-Whip Lightweight Moisturizer with Hyaluronic Acid,Youth To The People
toner is an a great addition to my skincare,i received this product complimentary from benefit. toner is an a great addition to my skincare routine. i use it at night and it helps to smooth out my skin without leaving it dry. i like to use it before my moisturizer.,1,0.0035273353042103027,The POREfessional Tight ’n Toned Pore-Refining AHA+PHA Toner,Benefit Cosmetics
,you don’t feel your skin greasy. it fits well under make up. i use it night and day and i like it. smells really good and the price is awesome!,1,0.0035266008753410123,GinZing Ultra-Hydrating Energy-Boosting Cream,Origins
perfect natural glow,"gives you such a beautiful natural glow, literally overnight! it is perfect i am obsessed & will repurchase when this one is finished. a little definitely goes a long way",1,0.00352428922046747,Self Tan Purity Bronzing Water Face Mist,St. Tropez
smells really good,not my favorite. but i did like it and it has a nice vanilla scent. it is a bit sticky though.,0,0.003522807063201293,Lip Butter Balm,Summer Fridays
a must have face oil,"i don’t typically like using oils on my face because i am not used to the texture, but wanted to try this since i love all of summer fridays’ other products. i’ve used the face oil every night for the last two weeks and have noticed a huge difference in the way my skin looks and feels. i also love how light the oil feels and on my skin and how well it absorbs through the night.",1,0.003521237614697476,Heavenly Sixteen All-In-One Face Oil,Summer Fridays
,i didn’t have enough to measure results over time but i used this morning and night as it was so hydrating to my under eye area! i’d definitely recommend!,1,0.003520612477684171,Advanced Night Repair Eye Gel-Cream,Estée Lauder
"like it, dislike smell & price","i got the sample size and i like how quickly it absorbs into the skin and its thick enough, perfect for the cold season. my face feels smooth and looks brighter and uplifting. the smell is way too strong, to the point it makes me feel a bit dizzy. it does fade but i can still smell it. the full size is too expensive for me but i recommend for those with very dry skin.",0,0.0035200494563438563,Do Not Age with Dr. Brandt Time Defying Cream,Dr. Brandt Skincare
amazing!!,"i got a small tube of this to try it out, and it is amazing! it takes all my makeup off and leaves my face feeling great. its not a heavy cleanser so you don’t feel like your pores are getting clogged! definitely recommend this product!!",1,0.00351793835880699,Soy Hydrating Gentle Face Cleanser,fresh
,"i seriously loved this moisturizer! it’s super lightweight, moisturizing & smells amazing!! i used only 2 pumps & it was more than enough for my entire face & neck. i used it for a week straight & my skin felt so smooth!",1,0.003517350281381636,Hydra Zen Glow Liquid Lightweight Moisturizer with Hyaluronic Acid,Lancôme
hydrating,when i first opened this bottle i didn’t think i would like how thick this cream was but it wasn’t heavy on my skin. it was very hydrating and made my skin feel very smooth.,1,0.0035157495952517783,Squalane + Omega Repair Deep Hydration Moisturizer,Biossance
,this product was super easy to utilize and leaves your face feeling nice and refreshed.,1,0.003514756056257139,Hyaluronic Acid Cleanser,The INKEY List
i used the entirety of the products and it works,great results for a low price,1,0.0035137621618603586,Alpha Arbutin 2% + HA Hyperpigmentation Serum,The Ordinary
great for oily/combo skin,"great toner for oily or combination skin. it tingled a lot during the first three or four uses but once your skin gets used to the ahas, you will be okay! i found that my skin looked super clean and my pores on my nose were tight and smaller. loved the smell, and loved the clarifying properties of the toner. i have not seen any difference in dark spots yet from this toner.",1,0.003512710300597868,Glow2OH Dark Spot Toner,OLEHENRIKSEN
so fresh!,i love the scent of this cleanser!!! it’s so lemon-y and fresh. also it didn’t dry out my skin at all and my face felt so cleansed and clean. would highly recommend trying this out for a new cleanser!,1,0.0035124259299341687,Lemon-Aid Makeup-Removing Cleansing Gel,Naturally Serious
,i am buying the second bottle. it smells good and feels good after using. definitely worth a try.,1,0.003512010415893344,Vitamin C Glow Moisturizer,fresh
holy grail moisturizer for dry skin,i absolutely love this moisturizer and have been repurchasing for a couple of years now. it’s light enough to use every day (not super heavy and greasy) but keeps my dry and sometimes flaky skin super moisturized. highly recommend.,1,0.003508214442108656,The True Cream Moisturizing Bomb,belif
,amazing!! it left my pores super clean and left my skin extremely soft.,1,0.0035041345111736545,SATOCANE Pore Purifying Scrub Mask,WASO
leave my skin feeling super clean,first off the smell is amazing in my opinion... smells like a fresh green juice. this is perfect for my oily/acne prone skin because it’s light enough that doesn’t feel like it’s over moisturizing.,1,0.0034954026010195595,Soy Hydrating Gentle Face Cleanser,fresh
holy grail serum,"i absolutely love this serum, it leaves my face soft and smooth as well as hydrated throughout the whole day. its very light and doesn’t cause my skin to breakout. i definitely recommend this, its great for day and night especially to help firm the skin",1,0.0034945725049190957,Mini First Care Activating Serum,Sulwhasoo
love it,"i received this product complimentary from rose inc clarifying toner. super love it!its easy to used and dry quickly , gentle on the skin as well i don’t normally used toner on my skin care routine but this one makes me wanna add it on my routine now it gives my skin more looking smoother and radiant.",1,0.003492735982516518,Mini Skin Resolution Clarifying Acid Toner,ROSE INC
,glow recipe is hands down one of my top favorite skincare brands. this toner is one of the best it does it’s job and helps with my skin’s texture while also keeping my skin hydrated. i highly recommend this product.,1,0.003491183480354533,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
my new favorite!!!,"i received this product from influenster and i was super excited because i already love the aqua bomb! i’ve used some bestselling spfs before like super goop and bliss… but they honestly don’t compare. the formula is super hydrating and lightweight and makes my skin look super fresh. i would’ve slept on this if it wasn’t sent to me, but now it will be my go-to!",1,0.003490834283348369,The True Cream - Aqua Bomb Sunscreen Broad Spectrum SPF 50,belif
perfect moisturizer,its amazing..ive been trying different moisturizer.. and this one works perfect for meits light and easy to obsorb,1,0.0034902571032121594,The True Cream Moisturizing Bomb,belif
,"on my second bottle, super hydrating, skin feels plump and glowy the next day. i highly recommend it especially for the price tag.",1,0.003490023055403885,Amino Acids + B5,The Ordinary
works well with makeup,i have been using it daily. it bringhtens and hydrated my face immediately. i have been using it under my makeup and it works fine doesn’t leave a residue and dries down very hydrating and clear. i will buy it for summer since i will need more sunscreen then.,1,0.0034895949687286636,Urban Environment Vita-Clear Sunscreen SPF 42,Shiseido
perfect hydration,"this is the perfect moisturizer. it is not oily or sticky and it’s not heavy. it really glides on like water, yet it lasts all day. it has not clogged pores and works great under makeup as well. i use it in the morning and also at night.",1,0.003488039114829514,Mini The Water Cream,Tatcha
amazing,"got this product as a sample a while ago and loved it, went out and bought full size. the smell is so refreshing and it really brightens my skin.",1,0.003481870158243371,"Beauty Elixir Prep, Set, Glow Face Mist",Caudalie
,i used the entire bottle and did not see any difference. but i did like the texture as it was not so oily and left my face feeling fresh after application. but in the end it was a disappointment for me.,0,0.0034800455153193182,CC Me Vitamin C + Niacinamide Serum,Summer Fridays
,not worth the money and smells weird. will not be buying full size,0,0.0034789862962763206,100% Mineral SPF Starter Kit,Supergoop!
in love with this product.,i love it! i have been using it day and night and really like the results thus far. my skin looks brighter and smoother.,1,0.003478971516112707,Clarifique Exfoliating & Hydrating Face Essence with Glycolic Acid,Lancôme
pores? what pores?,"not only is this clean, but it smells nice, purifies my pores, and creates the perfect canvas for me to apply my water-based moisturizer. you can’t go wrong with caudalie products. i’ve been a fan of their products for years and years, and will continue to purchase their products. i’m on my second bottle of this toner, and don’t know what i’d do without it.",1,0.0034787751610034522,Vinopure Natural Salicylic Acid Pore Minimizing Toner,Caudalie
what’s not to like?,i love these. they get all of my makeup off and leave my skin hydrated.,1,0.003475927511903128,Cleansing & Exfoliating Wipes,SEPHORA COLLECTION
so light and refreshing!,this moisturizer is soooo light so you can barely feel it on your skin. it also smells amazing. i have very sensitive skin and it didn’t irritate it at all. highly recommend! *** i received this product for testing purposes***,1,0.003475193950159526,GinZing Ultra-Hydrating Energy-Boosting Cream,Origins
love this toner!,love this toner! so perfect for my oily skin. gentle yet effective. paula’s choice always has the best toners - this makes me want to try more from their line! i love that they don’t use fragrance in their skincare.,1,0.003474850677965174,RESIST Advanced Replenishing Toner with Hyaluronic Acid,Paula's Choice
worth it!,this moisturizer has been just what i’ve needed. it has a great texture and doesn’t make me break out. i use it in combination with another moisturizer and it keeps me feeling soft and hydrated all day.,1,0.003474524526627974,Natural Moisturizing Factors + HA,The Ordinary
my new favorite retinol,"this is my new favorite retinol. i noticed a pretty immediate difference in my skin. my scarring from past breakouts look better, my current breakout went away quickly, fine lines are less noticeable, redness has gone down, and i did not have any dryness. my skin is pretty used to retinols and acids so i didn’t have any adjustment period. love it, definitely recommend. i have oily skin with fine lines and redness.",1,0.0034735481516357763,A+ High-Dose Retinol Serum,Sunday Riley
good peel,i got a sample of this to try and i do like it. my pores did look smaller the next day and it did not bother my skin. compared to other products like it it is affordable.,1,0.0034729583082392245,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare
skincare 101,this product is one of the cornerstones of my daily skincare. amazing results. even on sensitive skin like mine.,1,0.003472650648585192,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare
fav face oil,i am obsessed with this face oil. this oil gives my skin such a youthful glow that lasts all day. it’s so hydrating and creates a smooth base for makeup. it’s super light. i love to use it am and pm. makes me look super glowy! highly recommend,1,0.0034691890114848167,Chlorella + Reishi Sea Vitamin C Sérum,MARA
love this for dry/sensitive skin!!!,i have received this product as a complimentary for testing. this is the best mask ever for dry and sensitive skin. you can see a difference after using this. i love it!!!!,1,0.0034653434430127654,Clear Improvement Charcoal Honey Mask to Purify and Nourish,Origins
,"i my god! i love it!!! texture,smell mmmm!very light!",1,0.0034647156059756314,Mini Watermelon Pink Juice Oil-Free Moisturizer,Glow Recipe
loved!,this cream feels very smooth and light weight on the skin. it it helped my oilines and it does leave a cooling effect.,1,0.003463296415315047,Cold Plunge Pore Remedy Moisturizer with BHA/LHA,OLEHENRIKSEN
,"i like so much this cleanser, it make my skin feel clean but not dry, i get the mini to try it and i’m definitely getting the full size",1,0.0034618066575914925,Mini Superfood Antioxidant Cleanser,Youth To The People
great for sensitive skin!,"i first got this product in a free sample size and fell in love. first, the small sample size lasted me months (and i used it almost every night). second, it truly rejuvinated my skin. it was so hydrating and i saw a difference in the texture of my skin. everything looked so smooth and healthy after using this for a few days. lastly, my skin is very sensitive and usually breaks out when i try new products, so i was a bit skeptical trying this. but, this has become my new holy grail product. just ordered the full size and it is so worth the price!",1,0.003460985609999785,Phoenix Rosehip Anti-Aging Face Oil - For Dry Skin,Herbivore
my fav!,my favorite! so worth the price. i also love the smell of this face wash. i tell everyone about it!!,1,0.0034609603717095255,Soy Hydrating Gentle Face Cleanser,fresh
love it!,just bought again…. it is now part of my night routine that i can’t do without. my skin has never looked better.,1,0.0034606131337770914,Squalane + Retinol Night Serum,Biossance
perfect little eye cream,recieved for free through influenster. great product! goes on wonderfully and doesn’t leave skin feeling greasy. works great under my makeup and doesn’t crease. 10/10,1,0.003460241878029244,SKINPOWER Eye Cream,SK-II
not enough for my skin,"the product is really good and i definitely feel my skin better after using. however, my nose still has blackheads. to be fair, i’ve had it for years and i tried many other products that also didn’t work. i received this product complimentary for testing purposes.",1,0.0034561869301512503,PRO Strength Microdermabrasion Blackhead Eliminator,Peter Thomas Roth
not oil-free!,not oil-free! i don’t understand how origins and sephora can market this as oil-free when its ingredients list is filled with different types of oils. this makes it very difficult for those of us who need a truly oil-free product.,0,0.003453872944760197,High-Potency Night-A-Mins Oil-Free Resurfacing Cream with Fruit Derived AHAs,Origins
,absolutely love this product! it’s light weight not heavy what so ever and is still very hydrating with out making my skin oily. this product is a must for me!,1,0.0034534451781913426,The Water Cream Oil-Free Pore Minimizing Moisturizer,Tatcha
,i love this eye cream. it’s super moisturizing and doesn’t irritate my under eyes. i really love the results.,1,0.0034510175055198506,Triple Algae Eye Renewal Balm Eye Cream,Algenist
,"great product, very refreshing, face feels clean but never dry. on my 3rd bottle!",1,0.0034495413832516986,Clarifying Blemish & Oil Control Cleanser,Tata Harper
,the smell is so amazing! i just started to use this as a primer for my makeup and it gives me so much more of a glow. i would purchase this again for sure!,1,0.0034492667857214322,Watermelon Glow Niacinamide Dew Drops,Glow Recipe
,definitely one of my all time favorite toners! it’s amazing!,1,0.003447823321113047,Deep Sweep 2% BHA Pore Cleaning Toner with Moringa + Papaya,Farmacy
smells like fresh orange,"love this cream! its very hydrating, smells like fresh orange, but not overpowering. doesn’t make my skin greasy or oily (i have normal to dry skin type). great for under make up or on its own. recommend !",1,0.003447185492552797,Vitamin Enriched Face Base Priming Moisturizer,Bobbi Brown
,wonderful product ! i love it!! it’s gentle and yet effective.,1,0.003442613634017212,Mini AHA/BHA Exfoliating Cleanser,Murad
